id,console-name,product-name,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,gamestop-price,genre,upc
10970,GameBoy Advance,The Nightmare Before Christmas The Pumpkin King,$1.26,$6.29,$3.60,$17.99,$6.99,Action & Adventure,712725001582
2641,GameBoy Advance,The Polar Express,$0.76,$3.79,$1.00,$5.19,$2.99,Action & Adventure,785138321592
10974,GameBoy Advance,The Proud Family,$0.76,$3.79,$1.50,$7.29,$5.99,Action & Adventure,712725002299
2642,GameBoy Advance,The Scorpion King Sword of Osiris,"",$1.99,$1.00,$4.99,"",Action & Adventure,020626714396
2539,GameBoy Advance,The Simpsons Road Rage,$0.92,$4.59,$2.60,$12.99,$7.99,Racing,785138321356
2643,GameBoy Advance,The Sims 2,$1.04,$5.19,$3.60,$17.99,$7.99,Other,014633151305
2644,GameBoy Advance,The Sims 2: Pets,$0.82,$4.09,$1.30,$6.29,$9.99,Other,014633152456
2645,GameBoy Advance,The Sims Bustin Out,$0.78,$3.89,$1.90,$9.69,$9.99,Other,014633147315
21672,GameBoy Advance,The Super Stoo-Pendous World of Dr. Seuss,"",$2.79,$3.60,$17.99,"",Party,661204074022
11020,GameBoy Advance,The Tower SP,$1.24,$6.19,$2.60,$12.99,$6.99,Strategy,010086600384
2646,GameBoy Advance,The Urbz Sims in the City,$1.40,$6.99,$1.40,$6.99,$6.99,Other,014633148565
15035,GameBoy Advance,The Wild,$0.84,$4.19,$2.00,$9.99,$5.99,Action & Adventure,712725002831
2647,GameBoy Advance,Three Stooges,$1.44,$7.19,$1.40,$7.19,$2.99,Action & Adventure,650001771135
2648,GameBoy Advance,Thunder Alley,"",$1.99,$1.00,$5.19,$1.99,Action & Adventure,780332057506
11104,GameBoy Advance,Thunderbirds,"",$1.99,$3.20,$15.99,$2.99,Action & Adventure,020626722834
2649,GameBoy Advance,Tiger Woods 2004,"",$3.09,$1.30,$6.49,"",Sports,014633146783
2650,GameBoy Advance,Tiger Woods PGA Golf,"",$3.29,$1.00,$4.99,"",Sports,802068100063
11182,GameBoy Advance,Tiger Woods PGA Tour 2002,$0.76,$3.79,$0.80,$3.79,$4.99,Sports,0802068100063
2651,GameBoy Advance,Tiny Toon Adventures: Scary Dreams,$33.60,$83.99,$40.80,$101.99,"",Action & Adventure,815315000191
2652,GameBoy Advance,Tokyo Xtreme Racer Advance,$0.94,$4.69,$3.20,$15.99,$2.99,Racing,650008899054
2653,GameBoy Advance,Tom and Jerry Magic Ring,$0.84,$4.19,$2.60,$12.99,$4.99,Action & Adventure,661204024010
11690,GameBoy Advance,Tom and Jerry Tales,$0.82,$4.09,$6.30,$20.99,$9.99,Action & Adventure,788687400282
10036,GameBoy Advance,Tom and Jerry in Infurnal Escape,"",$3.19,$3.60,$17.99,$3.99,Action & Adventure,661204524060
2655,GameBoy Advance,Tomb Raider Legend,$1.04,$5.19,$1.90,$9.39,$7.99,Action & Adventure,788687400206
2656,GameBoy Advance,Tomb Raider the Prophecy,$1.46,$7.29,$4.00,$19.99,$5.99,Action & Adventure,008888140351
11654,GameBoy Advance,Tonka On The Job,"",$3.39,$1.20,$5.99,$9.99,Action & Adventure,785138322360
2657,GameBoy Advance,Tony Hawk 2,$0.80,$3.99,$1.60,$7.79,$2.99,Extreme Sports,047875801998
2658,GameBoy Advance,Tony Hawk 3,"",$3.39,$1.00,$4.99,$2.99,Extreme Sports,047875802131
2659,GameBoy Advance,Tony Hawk 4,"",$3.09,$2.00,$9.99,$4.99,Extreme Sports,047875803916
2660,GameBoy Advance,Tony Hawk American Skateland,"",$3.09,$1.00,$4.99,$5.99,Extreme Sports,047875809536
10044,GameBoy Advance,Tony Hawk Downhill Jam,"",$1.99,$1.40,$6.79,$4.99,Extreme Sports,047875816114
2661,GameBoy Advance,Tony Hawk Kelly Slater Double Pak,"",$3.59,$2.60,$12.99,$4.99,Extreme Sports,047875811874
2662,GameBoy Advance,Tony Hawk Underground,"",$3.69,$1.00,$4.99,$4.99,Extreme Sports,047875806450
2663,GameBoy Advance,Tony Hawk Underground 2,"",$2.39,$1.00,$4.99,$4.99,Extreme Sports,047875807372
2664,GameBoy Advance,Top Gear GT Championship,$1.00,$4.99,$3.20,$15.99,$4.99,Racing,741648007036
2665,GameBoy Advance,Top Gear Rally,$1.00,$4.99,$1.50,$7.29,$4.99,Racing,045496733612
14075,GameBoy Advance,Top Gun Combat Zone,"",$1.99,$1.30,$6.29,$4.99,Other,859292000096
2666,GameBoy Advance,Top Gun Firestorm Advance,$1.04,$5.19,$3.00,$14.99,$6.99,Other,091493543778
10409,GameBoy Advance,Top Spin 2,"",$1.99,$1.20,$6.09,$2.99,Sports,710425259111
2667,GameBoy Advance,Totally Spies,"",$1.99,$3.00,$14.99,$5.99,Action & Adventure,742725270213
11608,GameBoy Advance,Totally Spies 2 Undercover,"",$1.99,$3.20,$15.99,$4.99,Action & Adventure,742725274174
2668,GameBoy Advance,Treasure Planet,"",$3.69,$1.40,$7.19,$3.99,Action & Adventure,712725001339
11401,GameBoy Advance,Tringo,$1.26,$6.29,$1.50,$7.29,$2.99,Action & Adventure,650008899252
2669,GameBoy Advance,Trollz Hair Affair,$0.80,$3.99,$1.00,$5.19,$3.99,Action & Adventure,008888142799
2670,GameBoy Advance,Turbo Turtle Adventure,$1.04,$5.19,$2.80,$13.99,$2.99,Action & Adventure,096427013136
2671,GameBoy Advance,Turok Evolution,$1.16,$5.79,$2.80,$13.99,$2.99,Action & Adventure,021481522737
2672,GameBoy Advance,Tweety and the Magic Gems,"",$2.89,$10.20,$33.99,$4.99,Action & Adventure,741648007043
2673,GameBoy Advance,Ty the Tasmanian Tiger 2 Bush Rescue,"",$2.09,$3.00,$14.99,$2.99,Action & Adventure,014633148039
2674,GameBoy Advance,Ty the Tasmanian Tiger 3,"",$2.59,$2.80,$13.99,$2.99,Action & Adventure,047875751736
11774,GameBoy Advance,Ultimate Arcade Games,$2.00,$9.99,$2.60,$12.99,$4.99,Arcade,834815002146
2675,GameBoy Advance,Ultimate Beach Soccer,$1.04,$5.19,$2.00,$9.89,$1.99,Soccer,625904380906
2676,GameBoy Advance,Ultimate Brain Games,$0.84,$4.19,$1.70,$8.69,$4.99,Puzzle,834815002030
2677,GameBoy Advance,Ultimate Card Games,$1.44,$7.19,$1.90,$9.39,$4.99,Other,834815002085
2678,GameBoy Advance,Ultimate Muscles Path Of The Superhero,"",$3.69,$1.00,$4.99,$3.99,Wrestling,045557182021
11772,GameBoy Advance,Ultimate Pocket Games,"","","","","",Sports,834815002122
11773,GameBoy Advance,Ultimate Puzzle Games,"",$3.19,$3.40,$16.99,$5.99,Puzzle,834815002139
2679,GameBoy Advance,Ultimate Spiderman,$1.04,$5.19,$1.30,$6.29,$9.99,Action & Adventure,047875808997
11652,GameBoy Advance,Unfabulous,"",$1.99,$1.00,$5.19,$3.99,Action & Adventure,785138322308
11720,GameBoy Advance,Uno 52,"",$3.09,$1.10,$5.49,$5.99,Other,802068100711
11724,GameBoy Advance,Uno Freefall,"",$3.09,$1.30,$6.49,$9.99,Other,802068100773
10410,GameBoy Advance,Uno and Skip-Bo,"",$3.69,$1.00,$4.99,$9.99,Other,802068100766
11771,GameBoy Advance,Urban Yeti,$4.00,$19.99,$6.90,$22.99,$2.99,Action & Adventure,834815002023
2683,GameBoy Advance,V-Rally 3,$0.88,$4.39,$3.20,$15.99,$2.99,Racing,742725238794
10968,GameBoy Advance,VIP,"","","","","",Action & Adventure,008888140191
2680,GameBoy Advance,Van Helsing,$0.78,$3.89,$1.30,$6.29,$2.99,Action & Adventure,020626722339
2681,GameBoy Advance,Virtua Tennis,$0.80,$3.99,$1.30,$6.69,$2.99,Sports,785138321196
2682,GameBoy Advance,Virtual Kasparov,$1.04,$5.19,$1.70,$8.39,$1.99,Strategy,091493544201
10972,GameBoy Advance,WITCH,$7.80,$25.99,$9.00,$29.99,"",Action & Adventure,712725001933
2701,GameBoy Advance,WTA Tour Tennis,$0.84,$4.19,$6.30,$20.99,$2.99,Sports,083717500124
2702,GameBoy Advance,WWE Road To WrestleMania X8,$1.16,$5.79,$1.30,$6.29,$5.99,Wrestling,785138321141
11644,GameBoy Advance,WWE Survivor Series,$1.68,$8.39,$1.70,$8.39,$5.99,Wrestling,785138321615
10245,GameBoy Advance,WWF Road to Wrestlemania,$0.82,$4.09,$1.10,$5.29,$9.99,Wrestling,785138320847
2684,GameBoy Advance,Wacky Stackers,"",$2.89,$2.00,$9.99,$2.99,Puzzle,815315000184
2685,GameBoy Advance,Wade Hixton's Counter Punch,$1.42,$7.09,$1.40,$7.09,$2.99,Sports,802068100322
2686,GameBoy Advance,Wario Land 4,$1.46,$7.29,$7.20,$23.99,$4.99,Action & Adventure,045496731496
2687,GameBoy Advance,Wario Ware Mega Microgames,$3.20,$15.99,$6.30,$20.99,$4.99,Other,045496732370
2688,GameBoy Advance,Warioware Twisted,$3.40,$16.99,$23.20,$57.99,$9.99,Other,045496735296
2689,GameBoy Advance,Whac-A-Mole,$0.80,$3.99,$1.00,$4.99,$1.99,Action & Adventure,047875751033
2690,GameBoy Advance,White Gameboy Advanced System,$6.30,$20.99,$7.80,$25.99,"",Systems,none
2691,GameBoy Advance,Wild Thornberry's Chimp Chase,$0.84,$4.19,$1.00,$4.99,"",Action & Adventure,785138320915
2692,GameBoy Advance,Wild Thornberrys Movie,"",$2.99,$1.00,$4.99,$2.99,Action & Adventure,785138321165
2693,GameBoy Advance,Wing Commander Prophecy,$1.06,$5.29,$1.70,$8.39,$2.99,Action & Adventure,802068100117
2694,GameBoy Advance,Wings Advance,$2.40,$11.99,$26.40,$65.99,$2.99,Action & Adventure,650001771166
2695,GameBoy Advance,Winnie the Pooh Rumbly Tumbly Adventure,$0.84,$4.19,$3.20,$15.99,$5.99,Action & Adventure,008888140092
11290,GameBoy Advance,Winx Club,$1.38,$6.89,$1.70,$8.39,$5.99,Action & Adventure,083717500698
11291,GameBoy Advance,Winx Club The Quest for the Codex,"",$3.09,$2.00,$9.99,$6.99,Action & Adventure,083717500742
11502,GameBoy Advance,Wizardry The Summoning,"","","","","",RPG,719593020226
2696,GameBoy Advance,Wolfenstein 3D,$2.20,$10.99,$25.20,$62.99,$4.99,FPS,682384320167
11561,GameBoy Advance,Woody Woodpecker in Crazy Castle 5,"",$3.59,"",$3.59,$2.99,Action & Adventure,741648008033
33936,GameBoy Advance,Word Safari: The Friendship Totems,$7.80,$25.99,$9.00,$29.99,$9.99,Other,053941701055
2697,GameBoy Advance,World Championship Poker,"",$1.99,$1.00,$4.99,$1.99,Other,650008899061
2698,GameBoy Advance,World Poker Tour,"",$1.99,$1.00,$4.99,$4.99,Sports,710425258329
2699,GameBoy Advance,World Tennis Stars,"",$3.19,$1.00,$4.99,$1.99,Sports,893384000151
10967,GameBoy Advance,Worms Blast,$9.30,$30.99,$84.00,$209.99,$12.99,Strategy,008888140184
2700,GameBoy Advance,Worms World Party,$1.26,$6.29,$1.30,$6.29,$3.99,Party,008888140214
2704,GameBoy Advance,X-Bladez In Line Skating,"",$1.99,$2.00,$9.99,$0.99,Extreme Sports,650008899030
2707,GameBoy Advance,X-Men Wolverines Revenge,"",$3.39,$1.00,$5.19,$5.99,Action & Adventure,047875804036
2705,GameBoy Advance,X-Men: The Official Game,"",$2.39,$1.00,$4.99,$5.99,Action & Adventure,047875814431
2706,GameBoy Advance,X-men Reign of Apocalypse,$1.04,$5.19,$3.40,$16.99,$3.99,Action & Adventure,047875802032
11634,GameBoy Advance,XS Moto,$1.26,$6.29,$1.30,$6.29,$4.99,Racing,780332056400
2708,GameBoy Advance,XXX,$1.06,$5.29,$1.30,$6.39,$2.99,Action & Adventure,047875804715
10741,GameBoy Advance,Xevious NES Series,$1.02,$5.09,$2.60,$12.99,$1.99,Action & Adventure,045496734169
14682,GameBoy Advance,Yggdra Union,$3.20,$15.99,$3.60,$17.99,$9.99,RPG,730865850198
2709,GameBoy Advance,Yoshi Topsy Turvy,$1.78,$8.89,$3.80,$18.99,$14.99,Action & Adventure,045496735579
2711,GameBoy Advance,Yu Yu Hakusho Spirit Detective,"",$1.99,$1.70,$8.69,$2.99,Action & Adventure,742725250673
10585,GameBoy Advance,Yu Yu Hakusho Tournament Tactics,$0.98,$4.89,$1.00,$4.99,$2.99,Strategy,742725256286
2712,GameBoy Advance,Yu-Gi-Oh 7 Trials to Glory,$1.36,$6.79,$7.80,$25.99,$6.99,RPG,083717500513
2713,GameBoy Advance,Yu-Gi-Oh Destiny Board Traveler,$1.68,$8.39,$2.00,$9.99,$1.99,RPG,083717500575
2714,GameBoy Advance,Yu-Gi-Oh Double Pack,$1.52,$7.59,$1.70,$8.39,$4.99,RPG,083717500735
2715,GameBoy Advance,Yu-Gi-Oh Double Pack 2,$0.90,$4.49,$2.00,$9.99,$4.99,RPG,083717500766
2716,GameBoy Advance,Yu-Gi-Oh Dungeon Dice Monsters,$0.86,$4.29,$3.60,$17.99,$2.99,RPG,083717500223
2717,GameBoy Advance,Yu-Gi-Oh Eternal Duelist Soul,$0.80,$3.99,$3.20,$15.99,$1.99,RPG,083717500254
2718,GameBoy Advance,Yu-Gi-Oh GX Duel Academy,$2.00,$9.99,$6.90,$22.99,$9.99,RPG,083717500674
2719,GameBoy Advance,Yu-Gi-Oh Reshef of Destruction,$0.88,$4.39,$3.40,$16.99,$4.99,RPG,083717500452
2720,GameBoy Advance,Yu-Gi-Oh Sacred Cards,$0.84,$4.19,$3.20,$15.99,$2.99,RPG,083717500421
2721,GameBoy Advance,Yu-Gi-Oh Ultimate Masters,$1.68,$8.39,$3.20,$15.99,$9.99,RPG,083717500728
2722,GameBoy Advance,Yu-Gi-Oh World Championship Tournament 2004,$1.14,$5.69,$1.50,$7.29,$4.99,RPG,083717500445
2723,GameBoy Advance,Yu-Gi-Oh World Wide Edition,$1.06,$5.29,$3.00,$14.99,"",RPG,083717500391
2724,GameBoy Advance,Yu-Gi-Oh Yugi vs. Joey Video,$0.80,$3.99,$1.30,$6.29,$3.99,Other,096427013525
2725,GameBoy Advance,Zapper,"",$1.99,$2.60,$12.99,$3.99,Action & Adventure,742725238374
11198,GameBoy Advance,Zatch Bell Electric Arena,$0.94,$4.69,$3.80,$18.99,$2.99,Action & Adventure,045557182090
11533,GameBoy Advance,Zatch Bell Electric Arena 2,"",$1.99,"",$1.99,"",Action & Adventure,722674500258
2726,GameBoy Advance,Zelda II The Adventure of Link,$2.80,$13.99,$10.50,$34.99,$5.99,Action & Adventure,045496734893
2727,GameBoy Advance,Zelda Link to the Past,$3.00,$14.99,$10.50,$34.99,$14.99,Action & Adventure,045496731823
2728,GameBoy Advance,Zelda Minish Cap,$6.60,$21.99,$27.20,$67.99,$19.99,Action & Adventure,045496734909
2729,GameBoy Advance,Zelda NES Series,$3.60,$17.99,$54.40,$135.99,$14.99,Action & Adventure,045496734022
11659,GameBoy Advance,Zoey 101,$0.84,$4.19,$1.70,$8.39,$6.99,Action & Adventure,785138322490
2730,GameBoy Advance,Zoids Legacy,$4.00,$19.99,$16.80,$41.99,$3.99,Action & Adventure,742725250338
2731,GameBoy Advance,Zone of the Enders The Fist of Mars,$2.40,$11.99,$8.10,$26.99,$2.99,RPG,083717500148
11129,GameBoy Advance,ZooCube,"",$3.59,$1.00,$4.99,$2.99,Puzzle,021481522973
11829,GameBoy Advance,Zooo,$1.28,$6.39,$1.80,$8.99,"",Puzzle,893384001011
2732,GameBoy Color,10 Pin Bowling,$0.82,$4.09,$6.30,$20.99,"",Sports,096427011828
2733,GameBoy Color,102 Dalmatians Puppies to the Rescue,"",$2.79,$2.40,$11.99,"",Action & Adventure,047875800755
2734,GameBoy Color,1942,$6.30,$20.99,$23.20,$57.99,"",Action & Adventure,013388240029
2735,GameBoy Color,A Bug's Life,"",$3.39,$1.00,$4.99,"",Action & Adventure,785138320304
13262,GameBoy Color,Action Man,$1.04,$5.19,$1.30,$6.29,"",Action & Adventure,785138320618
13265,GameBoy Color,AirForce Delta,$1.04,$5.19,$9.30,$30.99,"",Other,083717140924
2736,GameBoy Color,Aladdin,$1.32,$6.59,$3.20,$15.99,"",Action & Adventure,008888120162
2738,GameBoy Color,Alice in Wonderland,$1.88,$9.39,$3.80,$18.99,"",Action & Adventure,045496730994
2739,GameBoy Color,Aliens Thanatos Encounter,$1.26,$6.29,$2.80,$13.99,"",Action & Adventure,785138320519
2741,GameBoy Color,All-Star Baseball 2000,$0.80,$3.99,$2.00,$9.99,"",Baseball,021481511755
2742,GameBoy Color,All-Star Baseball 2001,"",$2.79,$2.00,$9.99,"",Baseball,021481512028
8503,GameBoy Color,Alone In The Dark The New Nightmare,$1.08,$5.39,$2.40,$11.99,"",Action & Adventure,020295020460
2744,GameBoy Color,Animorphs,"",$3.69,$2.40,$11.99,"",Action & Adventure,008888120117
8513,GameBoy Color,Antz,"",$3.09,$2.40,$11.99,"",Action & Adventure,020295020262
2745,GameBoy Color,Antz Racing,$1.26,$6.29,$9.30,$30.99,"",Racing,021481512844
2748,GameBoy Color,Arcade Hits Moon Patrol and Spy Hunter,$1.26,$6.29,$3.60,$17.99,"",Arcade,031719198146
2749,GameBoy Color,Armada FX Racers,$1.04,$5.19,$2.00,$9.99,"",Racing,650001111153
13270,GameBoy Color,Armorines Project SWARM,"",$3.09,$1.70,$8.39,"",Action & Adventure,021481511885
2750,GameBoy Color,Army Men,$0.94,$4.69,$1.10,$5.29,"",Action & Adventure,790561505822
2751,GameBoy Color,Army Men 2,"",$3.69,$1.00,$4.99,"",Action & Adventure,790561509318
13271,GameBoy Color,Army Men Air Combat,$0.94,$4.69,$1.30,$6.29,"",Other,790561508717
13272,GameBoy Color,Army Men Sarge's Heroes 2,"",$2.79,$2.00,$9.99,"",Action & Adventure,790561509110
13196,GameBoy Color,Arthur's Absolutely Fun Day,"",$2.59,$1.00,$4.99,"",Action & Adventure,772040803216
2752,GameBoy Color,Asteroids,$0.84,$4.19,$1.50,$7.29,"",Arcade,047875107526
13339,GameBoy Color,Atlantis the Lost Empire,"",$2.69,$1.10,$5.29,"",Action & Adventure,785138320687
13274,GameBoy Color,Austin Powers Oh Behave,"",$3.59,$2.20,$10.99,"",Action & Adventure,710425250484
2753,GameBoy Color,Austin Powers Welcome to my Underground Lair,"",$3.39,$1.90,$9.39,"",Action & Adventure,710425250491
13275,GameBoy Color,Babe and Friends,"",$3.09,$1.40,$6.79,"",Action & Adventure,650008699098
2756,GameBoy Color,Ballistic,"",$3.19,$2.60,$12.99,"",Action & Adventure,020295020347
13282,GameBoy Color,Barbie Fashion Pack,$1.04,$5.19,$1.30,$6.29,"",Other,074299263385
2757,GameBoy Color,Barbie Magic Genie Adventure,"",$3.39,$2.40,$11.99,"",Action & Adventure,0774299408488
2758,GameBoy Color,Barbie Ocean Discovery,"",$3.19,$1.00,$4.99,"",Action & Adventure,074299229916
11968,GameBoy Color,Barbie Pet Rescue,$0.84,$4.19,$1.90,$9.39,"",Action & Adventure,074299263422
13287,GameBoy Color,Bassmasters Classic,"",$3.69,$1.00,$4.99,"",Sports,785138320403
2761,GameBoy Color,Batman Total Chaos in Gotham City,$1.68,$8.39,$3.60,$17.99,"",Action & Adventure,008888120148
2759,GameBoy Color,Batman: Return of the Joker,$1.04,$5.19,$1.30,$6.29,"",Action & Adventure,008888120247
2762,GameBoy Color,Battleship,$0.84,$4.19,$1.90,$9.39,"",Strategy,096427011736
2763,GameBoy Color,Battletanx,$0.84,$4.19,$7.80,$25.99,"",Action & Adventure,790561505624
2765,GameBoy Color,Beauty and the Beast A Board Game Adventure,"",$3.39,$6.30,$20.99,"",Action & Adventure,045496730987
16876,GameBoy Color,Berry Game Boy Color,$6.30,$20.99,$16.40,$40.99,"",Systems,045496710774
2766,GameBoy Color,Billy Bobs Huntin-n-Fishin,$0.86,$4.29,$1.00,$4.99,"",Sports,031719199747
13294,GameBoy Color,Bionic Commando Elite Forces,$1.36,$6.79,$1.50,$7.29,"",Action & Adventure,045496731069
2768,GameBoy Color,Blade,$0.88,$4.39,$6.30,$20.99,"",Action & Adventure,047875800052
13297,GameBoy Color,Blades of Steel 99,$1.04,$5.19,$7.20,$23.99,"",Sports,083717140399
2769,GameBoy Color,Blaster Master Enemy Below,$3.40,$16.99,$16.80,$41.99,"",Action & Adventure,020763110570
13300,GameBoy Color,Blue's Clues Blue's Alphabet Book,$0.84,$4.19,$1.60,$7.89,"",Other,074299280610
13303,GameBoy Color,Bob the Builder Fix it Fun,"",$2.09,$2.00,$9.99,"",Action & Adventure,785138320960
13305,GameBoy Color,Bomberman Max Blue Champion,$1.16,$5.79,$1.20,$5.79,"",Action & Adventure,681313062550
13306,GameBoy Color,Bomberman Max Red Challenger,$1.16,$5.79,$1.50,$7.29,"",Action & Adventure,681313062567
2773,GameBoy Color,Bomberman Pocket,$1.14,$5.69,$2.60,$12.99,"",Action & Adventure,045496730765
2774,GameBoy Color,Bomberman Quest,$3.80,$18.99,$6.60,$21.99,"",Action & Adventure,099451214982
13317,GameBoy Color,Buffy the Vampire Slayer,$1.42,$7.09,$3.80,$18.99,"",Action & Adventure,785138320632
13320,GameBoy Color,Buzz Lightyear of Star Command,"",$3.49,$1.00,$4.99,"",Action & Adventure,047875122482
2781,GameBoy Color,Caesar's Palace 2,"",$3.39,$1.00,$4.99,"",Other,040421002092
2782,GameBoy Color,Cannon Fodder,$1.88,$9.39,$14.80,$36.99,"",Action & Adventure,767649400133
2783,GameBoy Color,Carmageddon,$1.46,$7.29,$3.00,$14.99,"",Racing,091493444006
11969,GameBoy Color,Casper,$0.76,$3.79,$2.20,$10.99,"",Action & Adventure,040421006434
2787,GameBoy Color,Catwoman,$1.26,$6.29,$3.20,$15.99,"",Action & Adventure,681313062444
2789,GameBoy Color,Centipede,$0.84,$4.19,$2.00,$9.99,"",Arcade,096427011668
2790,GameBoy Color,Championship Motocross 2001,"",$1.99,"",$1.99,"",Racing,785138320526
